,Place_Id,Place_Name,Description,Category,City,Price,Rating,Coordinate,Lat,Long,Tags,Clean_Description
129,130,Studio Alam Gamplong,"Studio Gamplong atau Studio Alam Gamplong adalah sebuah tempat wisata yang terletak di Desa Gamplong, Kecamatan Moyudan, Kabupaten Sleman. Tempat tersebut awalnya adalah tempat pengambilan gambar film Sultan Agung: Tahta, Perjuangan, Cinta dan Bumi Manusia karya Hanung Bramantyo. Tempat tersebut didirikan di atas lahan seluas 2,5 hektar. Tempat tersebut diresmikan oleh Presiden Joko Widodo pada 15 Juli 2018.",Taman Hiburan,Yogyakarta,10000,4.4,"{'lat': -7.805793599999998, 'lng': 110.2367304}",-780.579,1.102.367,"['gamplong', 'studio', 'tempat']",studio gamplong studio alam gamplong buah tempat wisata letak desa gamplong camat moyudan kabupaten sleman tempat sebut awal tempat ambil gambar film sultan agung tahta juang cinta bumi manusia karya hanung bramantyo tempat sebut diri atas lahan luas 25 hektar tempat sebut resmi presiden joko widodo 15 juli 2018
130,131,Watu Lumbung,"Letak Kampung Edukasi Watu Lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. Watu Lumbung dikonsep oleh M Boy Rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana Boy Rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. Untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam.",Cagar Alam,Yogyakarta,5000,4.3,"{'lat': -7.992437900000001, 'lng': 110.317778}",-799.244,1.103.178,"['boy', 'rifai', 'lumbung']",letak kampung edukasi watu lumbung area bukit penuh rimbun pohon jati buat pemandadangan tempat sangat indah sekali watu lumbung konsep m boy rifai bagai tempat ajar nilainilai edukasi mana boy rifai hasil sulap lahan tandus biar kini jadi tempat eksotis nikmat malam maupun lihat sunset sunrise jaga asri daerah tempat wisata elo sengaja bangun area bagai kawasan wisata selaras alam
131,132,Air Terjun Kedung Pedut,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",Cagar Alam,Yogyakarta,20000,4.5,"{'lat': -7.769987499999998, 'lng': 110.1210707}",-776.999,1.101.211,"['pedut', 'kedung', 'terjun']",air terjun kedung pedut biasa sebut curug kedung pedut asal istilah bahasa jawa curug arti air terjun kedung arti kubang kolam pedut arti kabut air terjun kedung pedut rupa salah satu wisata alam kulonprogo kenal indah warna air
132,133,Puncak Kebun Buah Mangunan,"Berlibur di pegunungan memang menyenangkan. Dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan. Wisata seperti ini dapat dinikmati di Bantul, tepatnya di Kebun Buah Mangunan. Beruntungnya Jogja dikaruniai bentang alam yang begitu indah. Ada pantai, gunung, bukit, serta kota dan budaya yang sangat menarik. Kebun Buah Mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan. Apalagi di pagi hari, pemandangannya tak ubahnya seperti negeri di atas awan.",Taman Hiburan,Yogyakarta,5000,4.6,"{'lat': -7.941371800000001, 'lng': 110.4247345}",-794.137,1.104.247,"['mangun', 'kebun', 'bukit']",libur gunung memang senang nikmat sejuk udara pandang indah atas bukit wisata nikmat bantul tepat kebun buah mangun untung jogja karunia bentang alam indah pantai gunung bukit kota budaya sangat tarik kebun buah mangun hadir bagai objek wisata tarik minat wisatawan pagi hari pandang tak ubah negeri atas awan
133,134,Desa Wisata Gamplong,"Desa Wisata Gamplong adalah desa wisata kerajinan tenun yang berada di Padukuhan Gamplong Desa Sumber Rahayu Kecamatan Moyudan Kabupaten Sleman, Yogyakarta. Desa wisata yang terletak di sebelah barat Kota Yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan Alat Tenun Bukan Mesin (ATBM). Dengan ATBM, masyarakat perajin Gamplong mampu menghasilkan kain tenun sebagai bahan stagen (kain panjang untuk melilit bagian perut wanita). Selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir.",Taman Hiburan,Yogyakarta,10000,4.4,"{'lat': -7.805523199999997, 'lng': 110.2374676}",-780.552,1.102.375,"['rajin', 'tenun', 'gamplong']",desa wisata gamplong desa wisata rajin tenun padukuhan gamplong desa sumber rahayu camat moyudan kabupaten sleman yogyakarta desa wisata letak belah barat kota yogyakarta cukup tarik singgah wisatawan lebih industri rajin tenun tradisional alat tenun bukan mesin atbm atbm masyarakat rajin gamplong mampu hasil kain tenun bagai bahan stagen kain panjang lilit perut wanita rajin tenun rajin mampu produksi rajin anyam suvenir
134,135,Kawasan Wisata Sosrowijayan,"Tempat wisata Sosrowijayan memang selama ini dikenal sebagai Wisata Kampung bule, lokasinya sendiri berada di pusat kota Yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. Bagi Anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun Tugu Anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah Sosrowijayan yang mempunyai tanda yaitu Sebuah Jalan Kecil menuju Barat dengan nama yang sama. Wisata unik sosrowijayan menjadi membagi dua daerah yaitu Sosrowijayan Wetan dan Sosrowijayan Kulon dan menjadi penghubung jalan Jogonegaran dan Jalan Malioboro. Akan tetapi untuk Sosrowijayan Wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai Kampung turis kedua di Yogyakarta setelah Prawirotaman. Karena disebut Kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di Yogyakarta. Anda pun bisa melihat dua buah busuk seperti yang ada di daerah Prawirotaman ketika memasuki dan pertama. Di daerah ini banyak sekali buku yang dijual seperti novel berbahasa Inggris, buku kecil berbahasa Indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya.",Pusat Perbelanjaan,Yogyakarta,0,4.0,"{'lat': -7.7916235, 'lng': 110.361956}",-779.162,110.362,"['sosrowijayan', 'buku', 'sekali']",tempat wisata sosrowijayan memang lama kenal bagai wisata kampung bule lokasi sendiri pusat kota yogyakarta hampir tiap hari lokasi banyak sekali unjung sangat padat kunjung sini kendara arah stasiun tugu tinggal jalan lama 200 meter lanjut langsung temu daerah sosrowijayan punya tanda buah jalan kecil tuju barat nama sama wisata unik sosrowijayan jadi daerah sosrowijayan wetan sosrowijayan kulon jadi hubung jalan jogonegaran jalan malioboro sosrowijayan wetan langsung kenal penjuru dunia kenal bagai kampung turis yogyakarta prawirotaman sebut kampung bule sini lihat banyak sekali turis mancanegara nikmat suasana malam yogyakarta lihat buah busuk daerah prawirotaman pasuk pertama daerah banyak sekali buku jual novel bahasa inggris buku kecil bahasa indonesia beberapa buku kualitas beri didik baca
135,136,Grojogan Watu Purbo Bangunrejo,"Objek wisata itu tak adalah Grojogan Watu Purbo yang berada di Bangunrejo, Merdikorejo, Kecamatan Tempel. Objek wisata itu sekitar setahun terakhir cukup populer di kalangan wisatawan karena memiliki pemandangan eksotis berupa air terjun yang memiliki enam tingkatan. Wisatawan yang datang rata-rata menjadikan air terjun itu sebagai latar untuk swafoto karena pemandangannya yang dinilai instagramable. Grojokan Watu Purbo ini tepatnya berlokasi di aliran Kali Krisak, yang merupakan jalur dari lahar dingin yang mengalir dari Gunung Merapi. Pemandangan kawasan ini eksotis karena dikepung pepohonan asri serta hamparan sawah. Munculnya air terjun atau grojogan ini berasal dari enam dam dengan ketinggian bervariasi tak lebih dari 10 meter.",Taman Hiburan,Yogyakarta,10000,4.5,"{'lat': -7.6340172, 'lng': 110.33837}",-763.402,1.103.384,"['purbo', 'grojogan', 'terjun']",objek wisata tak grojogan watu purbo bangunrejo merdikorejo camat tempel objek wisata tahun akhir cukup populer kalang wisatawan milik pandang eksotis upa air terjun milik enam tingkat wisatawan datang ratarata jadi air terjun bagai latar swafoto pandang nilai instagramable grojokan watu purbo tepat lokasi alir kali krisak rupa jalur lahar dingin alir gunung rapi pandang kawasan eksotis kepung pohon asri hampar sawah muncul air terjun grojogan asal enam dam tinggi variasi tak lebih 10 meter
136,137,Wisata Alam Kalibiru,"Kalibiru sebenarnya adalah sebuah nama hutan yang saat ini diolah menjadi sebuah tempat wisata alam. Hutan Kalibiru memiliki ketinggian 450 mdpl dan berupa kawasan perbukitan yang subur. Suhu udara di tempat ini sangat sejuk. Kalibiru dikelola oleh pemerintah dan masyarakat setempat sebagai wisata alam dan edukasi. Ada banyak hal yang bisa didapatkan di sana, termasuk outbond, penginapan, dan beberapa spot untuk mencari foto kekinian. Ada juga jalur trekking yang juga bisa dijadikan lokasi camping.",Cagar Alam,Yogyakarta,20000,4.4,"{'lat': -7.8057305, 'lng': 110.127969}",-780.573,110.128,"['kalibiru', 'hutan', '450']",kalibiru benar buah nama hutan olah jadi buah tempat wisata alam hutan kalibiru milik tinggi 450 mdpl upa kawasan bukit subur suhu udara tempat sangat sejuk kalibiru kelola perintah masyarakat tempat bagai wisata alam edukasi banyak sana masuk outbond inap beberapa spot cari foto kini jalur trekking jadi lokasi camping
137,138,Jogja Exotarium,"Di Yogyakarta, tepatnya di Sleman, ada satu tempat wisata edukasi yang patut dikunjungi. Namanya adalah Jogja Exotarium â€” terdengar unik, kan? Namun sebenarnya, tempat ini merupakan taman hewan berskala kecil. Koleksi hewannya beragam dan bisa diajak berinteraksi secara langsung",Taman Hiburan,Yogyakarta,20000,4.4,"{'lat': -7.7280356, 'lng': 110.3591712}",-772.804,1.103.592,"['hewan', 'kan', 'interaksi']",yogyakarta tepat sleman satu tempat wisata edukasi patut kunjung nama jogja exotarium dengar unik kan benar tempat rupa taman hewan skala kecil koleksi hewan agam ajak interaksi cara langsung
138,139,Puncak Gunung Api Purba - Nglanggeran,"Gunung Nglanggeran adalah sebuah gunung di Daerah Istimewa Yogyakarta, Indonesia. Gunung ini merupakan suatu gunung api purba yang terbentuk sekitar 0,6-70 juta tahun yang lalu atau yang memiliki umur tersier (Oligo-Miosen). Gunung Nglanggeran memiliki batuan yang sangat khas karena didominasi oleh aglomerat dan breksi gunung api. Gunung ini terletak di Desa Nglanggeran, Kecamatan Patuk, Kabupaten Gunung Kidul yang berada pada deretan Pegunungan Baturagung.",Cagar Alam,Yogyakarta,10000,4.7,"{'lat': -7.841252999999998, 'lng': 110.543056}",-784.125,1.105.431,"['gunung', 'nglanggeran', 'api']",gunung nglanggeran buah gunung daerah istimewa yogyakarta indonesia gunung rupa suatu gunung api purba bentuk 0670 juta tahun lalu milik umur tersier oligomiosen gunung nglanggeran milik batu sangat khas dominasi aglomerat breksi gunung api gunung letak desa nglanggeran camat patuk kabupaten gunung kidul deret gunung baturagung
139,140,Bendung Lepen,"Bendung Lepen sendiri dulunya merupakan saluran irigasi yang tidak sebersih sekarang ini. Sebelumnya, tempat ini merupakan saluran irigasi yang kumuh disertai taman desa yang tak terurus. Namun, kesadaran para pemuda akan kebersihan lingkungan mengubah kali (sungai/lepen) yang semula begitu kotor menjadi tempat wisata yang disenangi banyak orang. Bendung Lepen sekarang menjadi indah dan dipenuhi ikan nila dan gurame. Jika dulunya hanya menjadi taman wisata yang tidak terurus dan kumuh, sekarang ini Bendung Lepen menjadi destinasi wisata yang nyaman dikunjungi bersama keluarga. Bahkan di kala pandemi COVID-19 ini, Bendung Lepen tidak kekurangan peminat. Masih banyak anak-anak yang menikmati senja dengan riang sambil memberi makan ikan di kali. Tentunya ditemani oleh orang tuanya yang juga bisa mencuci mata melihat aliran air yang jernih dengan ikan warna-warni yang berenang di kali. Selain itu, banyak juga anak muda yang duduk-duduk di taman sembari menikmati udara sore yang sejuk ditemani segelas es teh.",Taman Hiburan,Yogyakarta,0,4.6,"{'lat': -7.831666800000002, 'lng': 110.3945119}",-783.167,1.103.945,"['lepen', 'bendung', 'ikan']",bendung lepen sendiri rupa salur irigasi bersih sekarang tempat rupa salur irigasi kumuh taman desa tak urus sadar pemuda bersih lingkung ubah kali sungailepen mula kotor jadi tempat wisata nang banyak orang bendung lepen sekarang jadi indah penuh ikan nila gurame jadi taman wisata urus kumuh sekarang bendung lepen jadi destinasi wisata nyaman kunjung sama keluarga bahkan kala pandemi covid19 bendung lepen kurang minat banyak anakanak nikmat senja riang beri makan ikan kali tani orang tua cuci mata lihat alir air jernih ikan warnawarni renang kali banyak anak muda dudukduduk taman sembari nikmat udara sore sejuk tani gelas es teh
140,141,Bunker Kaliadem Merapi,"Bunker Kaliadem merupakan objek wisata yang terletak di lereng selatan Gunung Merapi. Destinasi wisata ini banyak menyimpan jejak erupsi gunung tersebut, terutama tahun 2006 dan 2010. Lokasi fenomenal tersebut berada di ketinggian lebih dari 2.000 meter di atas permukaan laut. Berada di Kabupaten Sleman, wisatawan diajak menyaksikan kegagahan Merapi dari jarak lima kilometer. Kawasan ini memadukan sejarah, keindahaan serta keunikan alam gunung merapi dengan fenomena vulkaniknya.",Cagar Alam,Yogyakarta,3000,4.5,"{'lat': -7.582919800000001, 'lng': 110.4476816}",-758.292,1.104.477,"['rapi', 'gunung', 'kaliadem']",bunker kaliadem rupa objek wisata letak lereng selatan gunung rapi destinasi wisata banyak simpan jejak erupsi gunung sebut utama tahun 2006 2010 lokasi fenomenal sebut tinggi lebih 2000 meter atas muka laut kabupaten sleman wisatawan ajak saksi gagah rapi jarak lima kilometer kawasan madu sejarah keindahaan uni alam gunung rapi fenomena vulkaniknya
141,142,Ledok Sambi,"Desa wisata Ledok Sambi merupakan desa yang mempunyai nuansa alami asli Jogja, yang berlokasi dekat dengan Gunung Merapi atau berada di Jl. Kaliurang Km. 19,2 Padukuhan Sambi Desa Pakembinangun Kec. Pakem Kabupaten Sleman Daerah Istimewa Yogyakarta. Pemandangan alam yang indah dapat memberikan kesejukan, kesegaran dan ketentraman hati. Sepanjang mata memandang di Desa wisata ini anda akan disuguhkan bentangan luasnya persawahan yang alami dan asri dan juga pepohonan yang hijau nan rindang serta kejernihan air yang dimiliki wilayah Desa Wisata Ledok Sambi. Rumah-rumah Tradisional khas Jogja yang luas dijadikan sebagai tempat bermain sambil menikmati udara sejuk yang menenangkan hati jiwa dan pikiran.",Cagar Alam,Yogyakarta,0,4.6,"{'lat': -7.647094300000001, 'lng': 110.4280998}",-764.709,1.104.281,"['sambi', 'desa', 'ledok']",desa wisata ledok sambi rupa desa punya nuansa alami asli jogja lokasi dekat gunung rapi jl kaliurang km 192 padukuhan sambi desa pakembinangun kec pakem kabupaten sleman daerah istimewa yogyakarta pandang alam indah beri sejuk segar ketentraman hati panjang mata pandang desa wisata suguh bentang luas sawah alami asri pohon hijau nan rindang jernih air milik wilayah desa wisata ledok sambi rumahrumah tradisional khas jogja luas jadi bagai tempat main nikmat udara sejuk tenang hati jiwa pikir
142,143,Seribu Batu Songgo Langit,"Nama Seribu Batu Songgo Langit memiliki makna tersendiri. Sebelum jadi tempat wisata, di lokasi ini terdapat ratusan bahkan ribuan batu dan pastinya hutan pinus. Songgo langit berarti penyangga langit, hal ini dikarenakan di Seribu Baru Songgo Langit terdapat bukit yang seakan akan merupakan tiang dari langit .Seribu Batu Songgo Langit merupakan tempat wisata di kawasan Dlingo yang menawarkan berbagai macam atraksi wisata, namun kebanyakan adalah spot foto. Spot foto di Seribu Batu hampir semuanya anti mainstream. Anda akan menemui beberapa spot foto dalam empat bagian di tempat wisata ini. Memasuki gerbang Seribu Batu Songgo Langit anda diharuskan untuk menuruni tangga yang terbuat dari kayu untuk mencapai spot pertama. Spot pertama ini menawarkan rumah dongeng seribu kayu. Spot ini berbentuk rumah kecil-kecil yang menyerupai rumah kurcaci dalam dongeng. Terdapat tujuh buah rumah kurcaci yang ditata secara mengerucut sehingga akan menciptakan angle foto yang bagus.",Cagar Alam,Yogyakarta,2000,4.6,"{'lat': -7.931098399999999, 'lng': 110.430919}",-79.311,1.104.309,"['langit', 'songgo', 'ribu']",nama ribu batu songgo langit milik makna sendiri jadi tempat wisata lokasi ratus bahkan ribu batu hutan pinus songgo langit arti sangga langit ribu baru songgo langit bukit rupa tiang langit ribu batu songgo langit rupa tempat wisata kawasan dlingo tawar bagai macam atraksi wisata banyak spot foto spot foto ribu batu hampir semua anti mainstream temu beberapa spot foto empat tempat wisata pasuk gerbang ribu batu songgo langit turun tangga buat kayu capai spot pertama spot pertama tawar rumah dongeng ribu kayu spot bentuk rumah kecilkecil rupa rumah kurcaci dongeng tujuh buah rumah kurcaci tata cara kerucut cipta angle foto bagus
143,144,Goa Jomblang,"Gua Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Itulah yang membuat unik karena di dalam gua terdapat luas mulut gua sekitar 50 meter ini sering disebut dengan nama Luweng Jomblang. Gua Jomblang terletak di Kabupaten Gunungkidul, DI Yogyakarta.\nSaat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal.\nSinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah\njika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"".",Cagar Alam,Yogyakarta,500000,4.6,"{'lat': -8.0281562, 'lng': 110.6383307}",-802.816,1.106.383,"['gua', 'jomblang', 'luweng']",gua jomblang rupa gua vertikal tipe collapse doline gua bentuk akibat proses geologi amblas tanah vegetasi atas dasar bumi jadi ribu tahun lalu runtuh bentuk sinkhole sumur bahasa jawa kenal istilah luweng buat unik gua luas mulut gua 50 meter sering sebut nama luweng jomblang gua jomblang letak kabupaten gunungkidul yogyakartansaat gua jomblang rupa tempat konservasi tumbuh purba kembang jadi tempat wisata minat khusus mana kelola duduk warga tempat turun gua vertikal pihak kelola sedia lengkap lengkap sesuai standar selamat caving gua vertikalnsinar matahari terobos masuk luweng grubug setinggi 90 meter bentuk satu tiang cahaya sari flowstone indah gua gelap gulita air tetes tinggi turut cantik pandang salahnjika banyak orang terkagumkagum datang sini saksi lukis alam kenal istilah cahaya surga
144,145,Desa Wisata Rumah Domes/Teletubbies,"Kawasan desa teletubbies menjadi perhatian menarik berbagai media, sehingga menjadikan para wisatawan mulai berbondong-bondong datang kesana. Hingga sekarang kawasan ini menjadi objek wisata unik jogja yang menarik dikunjungi. Bagi kawan-kawan datawisata yang sedang berlibur atau berdomisili di Yogyakarta dan sekitar, coba deh rasakan sensasi wisata unik ini, setidaknya bisa dijadikan koleksi foto yang mengusung spot-spot kece instagenic. Mulanya objek wisata Rumah Domes merupakan bentuk bantuan dari NGO, kala itu Yogyakarta terkena musibah bencana alam gempa bumi. Di desa Nglepen setidaknya ada 80 bangunan mengusung desain rumah dome lengkap beserta fasilitas seperti warung makan, toilet umum, area parkir, tempat ibadah, rumah kesehatan dan balai desa yang kerap dimanfaatkan ketika ada hajatan atau acara budaya. Desa wisata Sumberharjo ini memiliki luas kurang lebih 2 hektar serta bangunan dibangun sejak tahun 2006. Selain disebut desa teletubbies, pemukiman disana juga sering disebut New Nglepen.",Taman Hiburan,Yogyakarta,5000,4.1,"{'lat': -7.813608499999999, 'lng': 110.5033442}",-781.361,1.105.033,"['desa', 'nglepen', 'teletubbies']",kawasan desa teletubbies jadi perhati tarik bagai media jadi wisatawan mulai berbondongbondong datang kesana hingga sekarang kawasan jadi objek wisata unik jogja tarik kunjung kawankawan datawisata sedang libur domisili yogyakarta coba deh rasa sensasi wisata unik jadi koleksi foto usung spotspot kece instagenic mula objek wisata rumah domes rupa bentuk bantu ngo kala yogyakarta kena musibah bencana alam gempa bumi desa nglepen 80 bangun usung desain rumah dome lengkap fasilitas warung makan toilet umum area parkir tempat ibadah rumah sehat balai desa kerap manfaat hajat acara budaya desa wisata sumberharjo milik luas kurang lebih 2 hektar bangun bangun sejak tahun 2006 sebut desa teletubbies mukim sana sering sebut new nglepen
145,146,Bukit Wisata Pulepayung,"Pule Payung Yogyakarta. Sebuah objek wisata populer yang menyajikan keindahan alam dari ketinggian 500 mdpl. Bukit Wisata Pule Payung Yogyakarta merupakan kawasan wisata yang dipenuhi dengan kreativitas yang tinggi, merubah zona biasa menjadi luar biasa. Daya tarik yang pertama dari Pule Payung Yogyakarta adalah objek wisata yang menyajikan pesona alam pegunungan. Sehingga, orang-orang menyebutnya dengan Bukit Wisata. Ketinggian Pule Payung Yogyakarta sekitar 500 mdpl, serta jalan menuju Pule Payung Yogyakarta dapat ditempuh dengan kendaraan roda dua, maupun roda empat. Pesona keindahan Waduk Sermo dapat terlihat jelas saat berada di Pule Payung. Waduk eksotis yang dikelilingi pegunungan yang masih asri. Dan Pule Payung Yogyakarta adalah bukit yang notabene sebagai destinasi wisata alam, diberikan sentuhan kreativitas, serta memprioritaskan aspek keamanan di setiap spotnya, akhirnya menjadi wisata favorit di Jogja.",Cagar Alam,Yogyakarta,10000,4.5,"{'lat': -7.800110599999999, 'lng': 110.1238954}",-780.011,1.101.239,"['pule', 'payung', 'yogyakarta']",pule payung yogyakarta buah objek wisata populer saji indah alam tinggi 500 mdpl bukit wisata pule payung yogyakarta rupa kawasan wisata penuh kreativitas tinggi rubah zona biasa jadi luar biasa daya tarik pertama pule payung yogyakarta objek wisata saji pesona alam gunung orangorang sebut bukit wisata tinggi pule payung yogyakarta 500 mdpl jalan tuju pule payung yogyakarta tempuh kendara roda maupun roda empat pesona indah waduk sermo lihat jelas pule payung waduk eksotis keliling gunung asri pule payung yogyakarta bukit notabene bagai destinasi wisata alam beri sentuh kreativitas prioritas aspek aman tiap spotnya akhir jadi wisata favorit jogja
146,147,Bentara Budaya Yogyakarta (BBY),"Bentara Budaya Yogyakarta adalah pusat budaya yang terletak di Yogyakarta, Indonesia. Bentara Budaya Yogyakarta dibuka pada 26 September 1982, didanai oleh Kompas Gramedia Group. Bentara Budaya Yogyakarta adalah cabang dari Bentara Budaya Jakarta, sebuah lembaga budaya yang dikelola oleh Kompas Gramedia Group yang juga memiliki beberapa pusat budaya di Jakarta, Surakarta (sebagai Balai Soedjatmoko), dan Bali.",Budaya,Yogyakarta,0,4.5,"{'lat': -7.7857242, 'lng': 110.3746954}",-778.572,1.103.747,"['bentara', 'budaya', 'kompas']",bentara budaya yogyakarta pusat budaya letak yogyakarta indonesia bentara budaya yogyakarta buka 26 september 1982 dana kompas gramedia group bentara budaya yogyakarta cabang bentara budaya jakarta buah lembaga budaya kelola kompas gramedia group milik beberapa pusat budaya jakarta surakarta bagai balai soedjatmoko bal
147,148,Goa Rancang Kencono,"Goa Rancang Kencono yang terletak di Padukuhan Menggoran, Desa Bleberan, Kecamatan Playen, Gunungkidul, Yogyakarta, merupakan salah satu goa yang yang dihuni manusia prasejarah hingga modern. Diperkirakan goa yang terletak di kawasan air terjun Sri Getuk ini sudah dihuni sejak 3000 tahun lalu. Dari buku Ragam Warisan Budaya dan Cagar Budaya Gunungkidul yang ditulis oleh Winarsih (Kepala Seksi Kepurbakalaan dan Permuseuman, Bidang Pelestarian Warisan dan Nilai Budaya, Dinas Kebudayaan Gunungkidul), Arkeologi UGM Yogyakarta pada tahun 2001 sudah pernah melakukan penelitian tersebut. Goa Rancang Kencono sudah dihuni manusia sejak 3000 tahun yang lalu dengan bukti temuan tulang manusia.",Cagar Alam,Yogyakarta,5000,4.3,"{'lat': -7.9492612, 'lng': 110.4926511}",-794.926,1.104.927,"['goa', 'huni', 'budaya']",goa rancang kencono letak padukuhan menggoran desa bleberan camat playen gunungkidul yogyakarta rupa salah satu goa huni manusia prasejarah hingga modern kira goa letak kawasan air terjun sri getuk huni sejak 3000 tahun lalu buku ragam waris budaya cagar budaya gunungkidul tulis winarsih kepala seksi purbakala museum bidang lestari waris nilai budaya dinas budaya gunungkidul arkeologi ugm yogyakarta tahun 2001 pernah laku teliti sebut goa rancang kencono huni manusia sejak 3000 tahun lalu bukti temu tulang manusia
148,149,Goa Cerme,"Gua Cerme (bahasa Jawa: ê¦’ê¦¸ê¦®â€‹ê¦•ê¦ºê¦‚ê¦©ê¦º, translit. Gua Cerme) adalah gua bersejarah dan sekaligus tempat wisata yang terletak di Dusun Srunggo, Desa Selopamioro, Kecamatan Imogiri, Kabupaten Bantul atau sekitar 20 km selatan Kota Yogyakarta. Gua Cerme memiliki panjang 1,5 km yang tembus hingga sendang di wilayah Panggang, yaitu di Dusun Ploso, Desa Giritirto, Kecamatan Purwosari, Kabupaten Gunungkidul.\nDi samping gua Cerme, di sekitarnya terdapat gua lain yang lebih kecil seperti Goa Dalang, Goa Ledek, Goa Badut dan Goa Kaum yang sering digunakan untuk bersemedi. Untuk mencapai gua, terdapat tangga setinggi 759 m. Kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo. Gua Cerme dulunya digunakan oleh para Walisongo untuk menyebarkan agama Islam di Jawa. Selain itu, Gua Cerme juga digunakan untuk membahas rencana pendirian Masjid Agung Demak. Setiap Senin atau Selasa wage, selalu diadakan upacara syukuran untuk meminta berkah kepada Tuhan.",Cagar Alam,Yogyakarta,3000,4.4,"{'lat': -7.979441299999999, 'lng': 110.3803114}",-797.944,1.103.803,"['cerme', 'gua', 'goa']",gua cerme bahasa jawa translit gua cerme gua sejarah sekaligus tempat wisata letak dusun srunggo desa selopamioro camat imogiri kabupaten bantul 20 km selatan kota yogyakarta gua cerme milik panjang 15 km tembus hingga sendang wilayah panggang dusun ploso desa giritirto camat purwosari kabupaten gunungkidulndi samping gua cerme gua lebih kecil goa dalang goa ledek goa badut goa kaum sering bersemedi capai gua tangga setinggi 759 m kata cerme asal kata ceramah isyarat bicara laku walisongo gua cerme walisongo sebar agama islam jawa gua cerme bahas rencana diri masjid agung demak tiap senin selasa wage selalu upacara syukur minta berkah tuhan
